Country,Framing,Category,Rule,Weight,Matched text,Sentence
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Invest,"Objectives • Invest in foundational scientific research on AI, consolidating existing initiatives such as the Extended Partnership on AI; promote collaboration among different skills, funding interdisciplinary projects; open the field to the exploration of highly ambitious and broad-spectrum (blue-sky) projects; support an extraordinary plan to retain and attract talents to sustain competitiveness in the international context."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"Objectives • Invest in foundational scientific research on AI, consolidating existing initiatives such as the Extended Partnership on AI; promote collaboration among different skills, funding interdisciplinary projects; open the field to the exploration of highly ambitious and broad-spectrum (blue-sky) projects; support an extraordinary plan to retain and attract talents to sustain competitiveness in the international context."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,competitiveness,"Objectives • Invest in foundational scientific research on AI, consolidating existing initiatives such as the Extended Partnership on AI; promote collaboration among different skills, funding interdisciplinary projects; open the field to the exploration of highly ambitious and broad-spectrum (blue-sky) projects; support an extraordinary plan to retain and attract talents to sustain competitiveness in the international context."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,competitiveness,This last area is particularly relevant considering the risk that Italy could lose global competitiveness in its productive excellences if not effectively supported by technologies capable of standing up to stronger economies and more innovative contexts.
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,This last area is particularly relevant considering the risk that Italy could lose global competitiveness in its productive excellences if not effectively supported by technologies capable of standing up to stronger economies and more innovative contexts.
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ECOSYSTEM,"To this end, the 17 Strategic Actions R.1 | CONSOLIDATION OF THE ITALIAN RESEARCH ECOSYSTEM Description The Italian AI research ecosystem is extremely vibrant, dynamic, and of recognized international value, but also widely distributed across many universities and national research centers."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"To this end, the 17 Strategic Actions R.1 | CONSOLIDATION OF THE ITALIAN RESEARCH ECOSYSTEM Description The Italian AI research ecosystem is extremely vibrant, dynamic, and of recognized international value, but also widely distributed across many universities and national research centers."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Funding,"Funding from the PNRR has allowed the creation of the FAIR Foundation, which has developed a multi-choral ecosystem starting from a core group of 15 universities, accredited AI research entities (CNR, IIT, FBK), centers of significant scientific importance (INFN), and large local enterprises, extended through the presence of the National Inter-University Consortium for Computer Science (through the AIIS Lab) to more than 50 research centers covering the entire national territory."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"Funding from the PNRR has allowed the creation of the FAIR Foundation, which has developed a multi-choral ecosystem starting from a core group of 15 universities, accredited AI research entities (CNR, IIT, FBK), centers of significant scientific importance (INFN), and large local enterprises, extended through the presence of the National Inter-University Consortium for Computer Science (through the AIIS Lab) to more than 50 research centers covering the entire national territory."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"The ecosystem will also strengthen over the years through cascading funding, with the aim of maximum inclusivity of Italian excellences and enterprises."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"The ecosystem will also strengthen over the years through cascading funding, with the aim of maximum inclusivity of Italian excellences and enterprises."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,investment,"This represents an investment in an important ecosystem, which needs to be supported and further enhanced, also by carefully analyzing any issues and potentially remodeling or redesigning the current organization."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"This represents an investment in an important ecosystem, which needs to be supported and further enhanced, also by carefully analyzing any issues and potentially remodeling or redesigning the current organization."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,invest,"It will therefore be essential for the development of research to further invest in promoting the initiative, also considering the extension of the partnership."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"It will be particularly essential to involve the productive and entrepreneurial fabric in the partnership, characterizing the initiative as a public-private ecosystem, a place of meeting and natural exchange of skills and knowledge between universities, research centers, ICT companies developing AI systems, and those that in their specific activities can benefit from technological innovations."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"R.2 | RETAIN AND ATTRACT TALENT Description 18 Current funding from the PNRR has allowed for an increase, sometimes significant, in the number of researchers dedicated to Artificial Intelligence, both in academia and in public research entities."
